App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last update,Privacy Policy,Content Rating,Ad Supported,In app purchases,Editor Choice,Summary,Reviews,Android version Text,Developer,Developer Address,Developer Internal ID,Version
Clinicians Drug Reference 2016,com.mobisystems.msdict.embedded.wireless.mcgrawhill.cpdr2016,Medical,4.56,206,"10,000+",10000,TRUE,0,USD,6.7M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jul 1, 2016","April 21, 2020",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,Clinicians Drug Reference – more than 1400 of the most commonly used medications,79,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.580
Oxford Dictionary of Literary Terms,com.mobisystems.msdict.embedded.wireless.oxford.oxfordliteraryterms,Books & Reference,4.35,424,"50,000+",50000,TRUE,0,USD,6.2M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 29, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"An essential reference tool with over 1,200 entries for students of literature.",116,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Collins Thesaurus English,com.mobisystems.msdict.embedded.wireless.collins.thesaurusofenglish,Books & Reference,4.05,605,"100,000+",100000,TRUE,0,USD,6.6M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"May 3, 2010","January 16, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,Thesaurus of English – a comprehensive selection of synonyms and antonyms.,164,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.559
Oxford English Thai Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.thai,Books & Reference,4.442177,1470,"100,000+",100000,TRUE,0,USD,6.7M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Oct 13, 2014","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Oxford English Thai dictionary with 120 000 accurate and up-to-date translations,308,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
Nurse's Pocket Drug Guide 2015,com.mobisystems.msdict.embedded.wireless.mcgrawhill.npdg2015,Medical,4.29,112,"10,000+",10000,TRUE,0,USD,6.7M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 17, 2017","April 21, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,Up-to-the-minute data on 1400 of the most commonly prescribed medications!,47,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.580
Stedman's Medical Dictionary,com.mobisystems.msdict.embedded.wireless.lippincott.stedmansmedicaldictionary,Medical,4.23,406,"50,000+",50000,TRUE,0,USD,13M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Feb 6, 2014","June 28, 2017",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone 10+,TRUE,TRUE,FALSE,"Stedman's Medical Dictionary with over 107,000 terms and definitions",132,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,8.0.250
Oxford Dictionary of Economics,com.mobisystems.msdict.embedded.wireless.oxford.oxfordeconomics,Books & Reference,4.2090907,1100,"100,000+",100000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 29, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Over 2,500 key economic terms with clear, concise definitions.",274,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford A-Z of English Usage,com.mobisystems.msdict.embedded.wireless.oxford.azenglishusage,Books & Reference,4.0541043,5361,"1,000,000+",1000000,TRUE,0,USD,6.4M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 10, 2011","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Most authoritative guidance on English grammar and usage.,1031,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
Collins English<>French Dictionary,com.mobisystems.msdict.embedded.wireless.collins.audiomltenfr,Books & Reference,3.92,701,"100,000+",100000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jun 18, 2010","May 13, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,English<>French dictionary with over 10 000 words and audio pronunciations.,167,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,10.0.457
Natural Standard Herb & Supplement Guide,com.mobisystems.msdict.embedded.wireless.elsevier.naturalstandard,Medical,4.2058825,34,"5,000+",5000,TRUE,0,USD,6.7M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 21, 2014","April 9, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Comprehensive information on 400 most commonly used herbs and supplements.,16,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.577
Conversational American English,com.mobisystems.msdict.embedded.wireless.mcgrawhill.conversationalamerican,Books & Reference,4.13,139,"10,000+",10000,TRUE,0,USD,6.5M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 4, 2012","April 21, 2020",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,Learn over 3000 English expressions to speak and understand the language easily,41,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.580
VOX General Spanish Language Dictionary,com.mobisystems.msdict.embedded.wireless.vox.general,Books & Reference,3.89,282,"50,000+",50000,TRUE,0,USD,6.2M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Oct 15, 2010","March 21, 2018",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Spanish dictionary with 53 000 entries, 112 000 definitions, 100 000 examples.",98,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,9.1.322
Collins Spanish Dictionary and Grammar,com.mobisystems.msdict.embedded.wireless.collins.s,Books & Reference,3.95,413,"100,000+",100000,TRUE,0,USD,6.8M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"January 24, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"Collins English-Spanish dictionary - over 80,000 words, phrases and translations",115,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.561
Pediatrics & Neonatology Book,com.mobisystems.msdict.embedded.wireless.mcgrawhill.handbookofpediatrics,Medical,4.43,550,"100,000+",100000,TRUE,0,USD,6.5M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jul 6, 2012","April 21, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Excellent handbook to bedside care of the patient in pediatrics and neonatology.,106,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.580
Poisoning and Drug Overdose,com.mobisystems.msdict.embedded.wireless.mcgrawhill.drugoverdose,Medical,4.43,374,"100,000+",100000,TRUE,0,USD,6.7M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 12, 2012","April 21, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,An instant guide for on-the-spot treatment of poisoning and drug overdose,63,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.580
Concise Oxford Spanish Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.concisespanish,Books & Reference,4.31,184,"10,000+",10000,TRUE,0,USD,6.9M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"May 15, 2013","May 26, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Oxford Spanish<>English dictionary -290 000 accurate and up-to-date translations,57,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.596
American Heritage English Plus,com.mobisystems.msdict.embedded.wireless.houghtonmifflinharcourt.americanheritagedictionaryplus,Books & Reference,4.255814,86,500+,500,FALSE,14.99,USD,18M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jul 13, 2016","October 27, 2020",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"Тhe most comprehensive dictionary with 10,000 words and 4000 full-color images.",43,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.5.713
Quick PDF Scanner Pro,com.mobisystems.mobiscannerpro,Business,3.3300972,1034,"10,000+",10000,FALSE,9.99,USD,20M,4.0.3,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 13, 2015","September 4, 2018",https://www.mobisystems.com/policies,Everyone,N/A,FALSE,FALSE,"Scan, create and share multi page PDF files and documents using your camera",405,4.0.3 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,5.2.715
VOX Spanish<>German Dictionary,com.mobisystems.msdict.embedded.wireless.vox.spanishgerman,Books & Reference,0,N/A,100+,100,TRUE,0,USD,6.0M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Feb 27, 2015","March 21, 2018",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,German<>Spanish Dictionary with accurate coverage of  75 000 translations.,0,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,9.1.322
Oxford Dictionary of Geology and Earth Sciences,com.mobisystems.msdict.embedded.wireless.oxford.oxfordgeology,Books & Reference,4.2,520,"50,000+",50000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 29, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"7,500 clear and concise entries on all aspects of geology and earth sciences.",138,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Dentistry,com.mobisystems.msdict.embedded.wireless.oxford.oxforddentistry,Books & Reference,4.38,281,"50,000+",50000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 29, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Over 4,000 definitions covering all the important terms used in dentistry.",52,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Astronomy,com.mobisystems.msdict.embedded.wireless.oxford.oxfordastronomy,Books & Reference,4.4,15,"5,000+",5000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 27, 2014","December 4, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Dictionary with over 4,300 up-to-date entries covering all aspects of astronomy.",3,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Art and Artists,com.mobisystems.msdict.embedded.wireless.oxford.oxfordartandartists,Books & Reference,4.326923,52,"10,000+",10000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 26, 2014","December 4, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Over 2,500 clear and concise entries on styles, museums and galleries.",21,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Critical Theory,com.mobisystems.msdict.embedded.wireless.oxford.oxfordcriticaltheory,Books & Reference,4.58,134,"10,000+",10000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 26, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,The most wide-ranging and up-to-date dictionary of critical theory available.,31,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Chinese Mini Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.minichinese,Books & Reference,4.15873,63,"10,000+",10000,TRUE,0,USD,6.4M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jun 17, 2014","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Accurate and up-to-date coverage of English and Chinese.,16,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
Oxford Japanese Mini Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.minijapanese,Books & Reference,4.018868,53,"1,000+",1000,TRUE,0,USD,6.4M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jun 13, 2014","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Oxford Japanese Mini Dictionary with over 20,000 up-to-date translations.",19,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
Oxford Greek Mini Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.minigreek,Books & Reference,4.171875,64,"5,000+",5000,TRUE,0,USD,6.5M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jun 13, 2014","May 20, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Oxford Greek Mini Dictionary with 60,000 accurate and up-to-date translations.",24,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.594
OfficeSuite QuickSpell,com.mobisystems.spellcheckerpremium,Business,3.75,2447,"100,000+",100000,TRUE,0,USD,2.8M,2.2,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Apr 25, 2014","April 25, 2014",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,N/A,FALSE,FALSE,Improve your typing accuracy and document editing in 40 languages!,235,2.2 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,2.1.101
Concise Oxford English Dictionary & Thesaurus,com.mobisystems.msdict.embedded.wireless.oxford.conciseendictandthes,Books & Reference,4.2,828,"100,000+",100000,TRUE,0,USD,7.0M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Feb 11, 2014","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Concise Oxford English Dictionary and Thesaurus value pack with 240 000+ words,224,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
Concise Oxford American Dictionary & Thesaurus,com.mobisystems.msdict.embedded.wireless.oxford.conciseamdictandthes,Books & Reference,4.0277777,36,"1,000+",1000,TRUE,0,USD,6.7M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Feb 11, 2014","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Concise Oxford American and Thesaurus with over 530 000 definitions & synonyms.,9,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
VOX Advanced English<>Spanish Dictionary,com.mobisystems.msdict.embedded.wireless.vox.advancedenglish,Books & Reference,4.0869565,23,"1,000+",1000,TRUE,0,USD,6.4M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 22, 2014","March 21, 2018",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,VOX Advanced English-Spanish 71 000 entries 122 000 words and expressions,9,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,9.1.322
PhotoSuite 4 Pro,com.mobisystems.msgs,Photography,3.662162,3700,"100,000+",100000,FALSE,4.99,USD,13M,4,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Sep 16, 2013","June 30, 2015",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,N/A,FALSE,FALSE,PhotoSuite - a photo studio app with wide-ranging capabilities!,1080,4.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,4.3.688
Concise Oxford French Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.concisefrench,Books & Reference,4.29,119,"10,000+",10000,TRUE,0,USD,6.8M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"May 23, 2013","May 20, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Oxford French<>English dictionary - 270,000 accurate and up-to-date translations",44,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.594
AquaMail SmartWatch Extra,org.kman.AquaMail.SmartExtra,Communication,3.8979592,49,"1,000+",1000,FALSE,2.99,USD,218k,2.1,4895393381068720000,http://www.aqua-mail.com,support@aqua-mail.com,"May 2, 2013","September 24, 2014",http://www.aqua-mail.com/?page_id=1878,Everyone,N/A,FALSE,FALSE,A Sony SmartWatch extension for AquaMail,29,2.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,1.0.6
Concise Oxford German Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.concisegerman,Books & Reference,4.25,56,"5,000+",5000,TRUE,0,USD,6.9M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Apr 16, 2013","May 20, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Oxford German<>English dictionary - 250 000 accurate and up-to-date translations,19,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.594
Collins Russian Dictionary,com.mobisystems.msdict.embedded.wireless.collins.russian,Books & Reference,4.1132073,53,"5,000+",5000,TRUE,0,USD,6.1M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 28, 2013","August 12, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Collins English<>Russian dictionary-extensive coverage of English and Russian.,18,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.0.498
